CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5354-38364,Female,1,No,No,6,No,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,25.63,155.82,No
6840-75377,Female,0,Yes,No,16,Yes,Yes,DSL,Yes,No,No internet service,Yes,No,No internet service,Two year,Yes,Credit card (automatic),83.35,1274.38,No
8367-76061,Female,1,No,Yes,64,Yes,Yes,DSL,Yes,No,No,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),45.64,2815.71,No
2411-51285,Male,1,Yes,No,14,Yes,No,DSL,No,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),116.12,1640.9,Yes
9690-66981,Male,1,No,No,61,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,No,No,One year,No,Mailed check,45.0,2681.07,No
3782-17351,Male,0,Yes,No,70,Yes,Yes,DSL,No,No internet service,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,58.54,4083.39,No
3528-70838,Female,0,Yes,No,10,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),82.92,834.13,No
5129-45848,Female,1,Yes,No,59,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),86.72,4914.22,No
8085-52715,Female,0,Yes,No,62,Yes,No,DSL,No,No internet service,No,No internet service,No,No,One year,Yes,Credit card (automatic),97.37,5919.11,No
2836-75946,Female,0,No,No,56,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,29.54,1657.01,No
8135-96090,Female,0,No,Yes,43,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),76.75,3206.66,Yes
3801-32560,Female,1,No,No,68,Yes,No phone service,DSL,No internet service,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,39.21,2777.74,No
9883-17989,Female,0,Yes,No,8,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,No internet service,Yes,One year,Yes,Mailed check,76.34,637.69,No
1141-23931,Male,1,No,Yes,24,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No,Yes,One year,Yes,Credit card (automatic),105.09,2438.81,No
3749-79956,Male,1,Yes,Yes,31,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),65.51,2067.16,No
2250-52397,Female,0,Yes,No,19,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),38.43,741.18,No
5905-34218,Male,0,Yes,No,52,Yes,No,Fiber optic,No,No internet service,No,No,Yes,No,One year,No,Bank transfer (automatic),41.73,2086.16,No
6825-37755,Male,1,No,Yes,10,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),50.03,484.81,Yes
5593-32572,Male,0,No,No,7,No,No,No,No internet service,No,No,No internet service,No,No internet service,One year,Yes,Electronic check,64.33,469.47,No
8712-71570,Female,1,Yes,No,45,Yes,No phone service,DSL,Yes,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,86.7,4005.01,No
9740-99454,Female,1,No,Yes,59,Yes,No,DSL,Yes,No,Yes,No,No,No internet service,Two year,No,Credit card (automatic),38.64,2384.66,No
2750-47697,Male,1,Yes,No,51,Yes,No,No,No internet service,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,70.08,3556.37,No
9967-14064,Female,0,No,No,67,No,No phone service,Fiber optic,No internet service,No,Yes,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),113.48,7742.5,No
1083-75339,Female,0,No,No,18,Yes,No phone service,DSL,No internet service,Yes,No,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),35.7,626.5,No
4857-66134,Female,1,No,No,3,Yes,No phone service,DSL,No,Yes,Yes,No,No,No internet service,One year,No,Bank transfer (automatic),108.41,339.36,No
3486-83778,Male,1,Yes,No,46,No,Yes,DSL,Yes,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,71.03,3416.09,No
1252-68698,Female,1,No,No,9,Yes,No phone service,DSL,Yes,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),39.96,351.82,Yes
4752-65112,Female,0,No,No,28,Yes,No,Fiber optic,No,No internet service,No,No internet service,Yes,No,Month-to-month,No,Mailed check,21.61,620.67,No
3888-20566,Male,0,No,No,62,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,25.82,1610.95,No
2211-64803,Male,0,Yes,No,6,No,No phone service,Fiber optic,Yes,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),67.9,426.68,No
1065-59059,Female,0,No,No,53,Yes,Yes,DSL,No,Yes,No internet service,No,No,No internet service,Month-to-month,No,Electronic check,60.08,3098.22,No
7925-65656,Female,0,No,No,67,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No internet service,Yes,One year,Yes,Electronic check,107.63,7225.98,Yes
3248-57337,Male,1,Yes,No,32,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Electronic check,51.17,1718.02,No
3273-30726,Male,0,Yes,No,25,No,Yes,Fiber optic,No,No internet service,No,Yes,Yes,No,Two year,Yes,Mailed check,64.26,1662.69,No
5789-54757,Female,0,No,No,3,Yes,No,DSL,Yes,Yes,No,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,101.43,314.1,No
9500-80145,Female,0,Yes,No,10,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),31.25,317.47,No
1448-88432,Male,0,Yes,No,66,Yes,No,DSL,No internet service,No,No internet service,No,No internet service,Yes,Two year,No,Credit card (automatic),93.73,6319.96,No
5081-19851,Female,0,Yes,No,17,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),35.71,623.87,No
8010-23251,Male,0,Yes,Yes,52,Yes,No phone service,DSL,No internet service,No,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),53.46,2729.89,No
4201-51457,Female,1,No,Yes,19,Yes,No,DSL,No internet service,Yes,No internet service,No,No internet service,No internet service,One year,No,Credit card (automatic),95.94,1800.2,No
8765-44136,Male,1,No,No,63,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,96.17,5850.06,No
4368-65887,Female,1,No,Yes,19,Yes,No,DSL,Yes,No internet service,No,No,No,No internet service,One year,No,Mailed check,67.96,1288.09,Yes
3535-38091,Female,0,No,No,67,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,No internet service,Yes,Two year,No,Mailed check,62.74,4383.65,Yes
1133-90149,Female,0,No,Yes,45,No,Yes,DSL,No internet service,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),117.04,5378.34,No
3369-14731,Male,0,Yes,No,16,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),36.57,589.52,No
6214-41756,Female,1,No,No,55,Yes,No phone service,DSL,No,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),66.9,3785.29,No
1184-34122,Male,1,No,No,52,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,No,Yes,Two year,Yes,Mailed check,88.1,4455.56,No
1270-98573,Female,0,No,No,15,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),44.02,644.55,Yes
8020-16732,Female,1,No,No,14,Yes,No phone service,DSL,Yes,No,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,38.16,549.84,No
5106-21040,Male,1,No,No,2,Yes,Yes,DSL,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),110.43,226.12,No
7479-35046,Female,1,No,No,5,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.09,357.12,No
1779-93980,Male,1,Yes,No,61,Yes,No phone service,No,Yes,No,No internet service,Yes,Yes,No,Two year,No,Mailed check,105.11,6581.33,No
7456-66607,Male,0,Yes,No,55,No,No,DSL,No internet service,No internet service,No,No,Yes,No,One year,Yes,Bank transfer (automatic),45.38,2560.27,No
3763-94285,Male,1,Yes,No,69,Yes,Yes,DSL,No,Yes,No internet service,No internet service,Yes,Yes,One year,Yes,Electronic check,102.71,7056.05,No
2318-91555,Female,1,No,Yes,15,Yes,No phone service,Fiber optic,No internet service,No,No,No,No,Yes,One year,No,Mailed check,106.33,1527.68,No
2418-87284,Female,1,Yes,No,42,Yes,No phone service,No,Yes,No,Yes,No internet service,No,Yes,Two year,Yes,Electronic check,48.03,1944.98,No
5175-36384,Male,1,No,No,61,No,No phone service,DSL,Yes,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,63.78,4017.16,No
5704-88911,Female,0,No,No,19,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,58.06,1075.07,No
7207-61314,Male,0,No,Yes,69,Yes,No,Fiber optic,No,No,No,No,Yes,No internet service,One year,Yes,Credit card (automatic),22.84,1550.18,No
4300-78170,Male,1,No,Yes,20,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,77.36,1509.3,Yes
9989-52139,Female,0,No,No,70,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,51.87,3752.69,Yes
5485-44213,Female,1,Yes,No,35,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No internet service,No,Two year,No,Credit card (automatic),106.46,3838.29,No
6901-27978,Male,1,Yes,No,70,Yes,No phone service,No,Yes,Yes,No internet service,No,No internet service,Yes,One year,Yes,Electronic check,70.44,4774.45,No
1970-59084,Male,1,No,Yes,25,Yes,No,No,Yes,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Electronic check,97.13,2403.22,No
2181-84710,Male,1,Yes,No,27,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,No,No,Two year,Yes,Mailed check,20.98,570.64,No
8433-53630,Male,0,No,No,56,Yes,No phone service,DSL,Yes,No,No internet service,No,No,No,One year,No,Bank transfer (automatic),37.02,2108.17,No
2202-62911,Male,0,No,Yes,33,Yes,No,DSL,No,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,84.28,2741.17,Yes
9500-12532,Female,0,Yes,Yes,17,No,Yes,DSL,No internet service,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.96,1597.87,Yes
7387-30471,Male,0,Yes,Yes,13,Yes,No,DSL,No,Yes,No internet service,No,Yes,Yes,One year,Yes,Bank transfer (automatic),59.87,751.28,No
3679-19610,Male,0,Yes,No,16,Yes,Yes,No,No internet service,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),34.45,558.68,No
3335-57637,Female,1,No,No,46,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),88.31,3925.24,No
7206-25301,Male,0,Yes,No,47,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),36.97,1725.11,No
9100-96440,Male,1,Yes,No,64,Yes,No,DSL,No,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),24.45,1489.36,No
1408-98301,Male,1,Yes,No,45,Yes,No phone service,Fiber optic,No internet service,No,No,Yes,No internet service,No,One year,Yes,Electronic check,68.27,3020.52,No
5701-70459,Female,0,Yes,No,16,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,Yes,No,Two year,No,Credit card (automatic),25.47,419.48,No
2969-30699,Female,1,Yes,No,51,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,Yes,No,One year,Yes,Electronic check,73.21,3771.34,Yes
6357-41554,Male,0,No,Yes,46,Yes,No phone service,DSL,Yes,No,No,No internet service,No,No,Month-to-month,Yes,Mailed check,40.45,1809.77,No
7841-48691,Male,0,No,Yes,71,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No,No internet service,One year,No,Mailed check,111.54,8103.68,No
2624-10931,Female,1,Yes,Yes,1,Yes,No phone service,DSL,No,No internet service,No internet service,No,No internet service,No,Two year,Yes,Bank transfer (automatic),37.25,37.37,No
1833-23006,Female,1,No,No,66,Yes,Yes,DSL,Yes,No internet service,Yes,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),105.51,6656.01,No
8148-90106,Male,0,Yes,Yes,60,Yes,No,No,No internet service,No internet service,No,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),34.81,1984.83,No
5333-50291,Female,0,Yes,No,35,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,106.08,3888.6,No
4908-54492,Male,1,Yes,No,46,Yes,No,DSL,No,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,93.11,4333.54,Yes
5659-56931,Male,0,No,Yes,58,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.85,1538.16,Yes
8098-20876,Female,0,No,Yes,35,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),50.57,1805.29,No
5031-77061,Female,0,Yes,No,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),94.18,5103.28,No
8058-51342,Male,1,No,Yes,21,No,No phone service,DSL,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,35.81,738.88,No
1214-55520,Male,0,Yes,No,35,Yes,No,No,Yes,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),38.76,1384.14,No
5166-87264,Male,1,No,No,36,Yes,No phone service,DSL,No internet service,Yes,No,Yes,No,No,One year,No,Electronic check,62.51,2355.41,No
9953-82658,Female,1,No,No,59,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),73.46,4312.83,No
9680-36212,Male,1,No,No,12,Yes,Yes,No,No,No internet service,No,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),67.36,833.04,Yes
5029-28749,Female,1,Yes,No,36,Yes,Yes,DSL,No internet service,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),27.82,977.01,No
8915-74571,Male,1,No,No,39,Yes,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),95.39,3884.92,No
5656-49794,Male,1,Yes,Yes,35,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),99.78,3578.78,No
2240-93726,Female,1,No,No,33,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),48.16,1551.88,No
3976-32301,Female,0,Yes,No,16,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),69.42,1138.88,Yes
6116-43110,Male,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,One year,No,Credit card (automatic),101.15,847.73,Yes
5863-58324,Female,1,Yes,No,47,No,No phone service,Fiber optic,No,No,Yes,No,No internet service,No,Two year,Yes,Electronic check,60.69,2876.36,No
8636-38391,Male,0,Yes,No,32,Yes,No phone service,DSL,Yes,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,25.72,838.29,No
9267-12798,Female,0,Yes,No,16,Yes,Yes,DSL,Yes,No internet service,No,No,No internet service,No,One year,No,Electronic check,94.26,1582.83,No
7504-27775,Male,1,Yes,No,40,Yes,No phone service,DSL,No internet service,Yes,No internet service,No,No internet service,Yes,One year,No,Electronic check,104.11,4216.47,Yes
4638-85584,Male,0,No,No,66,Yes,No phone service,DSL,No internet service,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,46.75,2996.25,Yes
1781-20742,Female,0,Yes,Yes,33,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,90.42,3034.26,Yes
1124-16813,Female,0,No,No,7,Yes,No,DSL,Yes,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),109.99,806.08,Yes
2038-28145,Female,1,No,No,10,Yes,No phone service,DSL,No,Yes,No internet service,Yes,No,No internet service,Month-to-month,No,Electronic check,86.84,890.51,Yes
6953-29517,Male,1,No,No,68,No,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),71.48,4742.12,No
8874-91102,Female,0,Yes,Yes,59,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,No internet service,Yes,One year,No,Mailed check,36.79,2216.56,No
4976-14644,Male,0,Yes,No,64,Yes,Yes,DSL,Yes,No,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,98.09,6009.17,No
3449-75688,Male,1,Yes,No,28,Yes,No phone service,DSL,No,Yes,Yes,No internet service,Yes,No,One year,No,Electronic check,54.53,1490.6,No
8991-59113,Female,0,No,No,29,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No internet service,Yes,Month-to-month,No,Mailed check,53.13,1486.77,No
1370-18000,Male,1,No,No,37,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),47.65,1754.72,No
7300-87664,Male,0,Yes,No,19,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,No internet service,One year,No,Credit card (automatic),74.81,1360.4,No
4683-31524,Male,1,Yes,No,56,Yes,No phone service,DSL,No internet service,No,No internet service,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),93.39,5251.19,No
9476-23950,Female,0,No,No,23,Yes,No,Fiber optic,Yes,Yes,No,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,35.19,821.82,Yes
8299-36648,Female,0,No,Yes,28,Yes,Yes,No,No,No internet service,No internet service,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),113.71,3257.76,Yes
8520-98043,Male,1,Yes,Yes,65,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,No,Month-to-month,No,Credit card (automatic),102.82,6649.01,Yes
5668-19717,Female,1,Yes,Yes,65,Yes,No phone service,DSL,No,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),50.09,3237.28,Yes
8515-33817,Female,0,Yes,No,25,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No internet service,Two year,No,Electronic check,103.1,2561.79,Yes
9267-82249,Male,0,No,No,2,Yes,No,DSL,No internet service,No internet service,No,No,No,Yes,One year,No,Electronic check,46.75,95.89,Yes
