Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,No,Yes,36,Yes,No,No,No internet service,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Electronic check,104.11,3646.22,Yes
Male,1,No,No,18,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,Yes,One year,No,Electronic check,45.18,799.7,Yes
Female,0,Yes,Yes,26,No,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,No,One year,Yes,Electronic check,34.24,919.97,Yes
Male,0,No,No,68,Yes,No phone service,DSL,Yes,Yes,No,No,No,No internet service,Month-to-month,No,Electronic check,22.24,1521.21,No
Female,0,No,No,64,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,62.61,3860.01,Yes
Male,0,Yes,No,24,Yes,No,DSL,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),102.73,2513.1,No
Male,0,No,No,3,Yes,No,DSL,No,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),84.35,249.07,No
Male,0,Yes,No,59,Yes,No,No,No internet service,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,111.14,6864.68,No
Male,1,Yes,No,60,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,52.9,3209.59,No
Male,0,Yes,No,26,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),29.15,731.95,No
Female,0,No,No,58,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,45.63,2539.65,No
Male,0,Yes,Yes,8,No,No phone service,DSL,Yes,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),98.63,791.54,No
Female,0,Yes,No,30,No,No phone service,DSL,Yes,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Mailed check,100.12,3065.6,No
Male,1,No,Yes,22,No,Yes,Fiber optic,No,No internet service,No,No,No,No,Two year,No,Electronic check,41.96,934.15,No
Female,0,Yes,No,56,No,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),63.23,3435.35,No
Male,1,No,No,24,Yes,No phone service,DSL,No internet service,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,44.34,1070.31,Yes
Female,1,Yes,No,36,Yes,Yes,DSL,No,Yes,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,57.1,2039.1,No
Male,0,Yes,No,28,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),29.58,869.06,No
Male,0,Yes,No,39,Yes,No phone service,Fiber optic,No internet service,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),69.28,2706.48,No
Male,0,No,No,69,Yes,No,DSL,No internet service,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Mailed check,35.42,2383.24,Yes
Female,1,No,No,33,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,98.12,3283.67,Yes
Female,0,No,Yes,46,Yes,No phone service,DSL,No internet service,No,No internet service,Yes,No,No internet service,Two year,No,Electronic check,88.06,4072.35,No
Male,1,Yes,No,11,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,78.26,861.26,Yes
Female,0,No,No,29,Yes,No phone service,No,No internet service,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),117.72,3356.73,Yes
Male,0,No,Yes,46,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,23.35,1114.2,No
Male,0,No,Yes,11,Yes,No,DSL,No,No,No internet service,Yes,No internet service,No,One year,No,Electronic check,44.69,476.18,No
Female,1,No,No,16,Yes,No phone service,DSL,No internet service,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),97.79,1514.22,Yes
Female,0,No,Yes,34,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),101.65,3316.72,Yes
Male,1,Yes,No,50,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,112.47,5352.56,No
Female,0,Yes,No,47,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),97.4,4553.35,No
Male,1,Yes,No,46,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Mailed check,102.1,4831.96,No
Male,1,No,Yes,58,Yes,No phone service,DSL,No internet service,No,No internet service,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),85.05,5078.99,No
Male,1,No,No,61,No,No,DSL,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,36.03,2118.62,No
Male,0,Yes,Yes,56,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),44.94,2526.78,No
Male,1,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),89.09,6442.93,No
Female,0,Yes,No,70,No,No,Fiber optic,No,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,87.1,6395.41,No
Male,1,Yes,No,71,Yes,No phone service,No,No internet service,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),47.4,3380.98,No
Male,1,No,No,32,Yes,Yes,DSL,No internet service,Yes,No,No,Yes,No,One year,No,Electronic check,113.72,3470.17,No
Male,1,Yes,No,32,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,30.31,940.14,Yes
Female,0,Yes,No,55,No,No phone service,Fiber optic,No internet service,No,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),69.11,3889.3,No
Male,1,No,Yes,44,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,81.86,3503.01,No
Male,1,No,No,54,Yes,No,Fiber optic,Yes,Yes,No,Yes,No internet service,No,Month-to-month,No,Mailed check,74.19,4113.69,No
Male,0,Yes,No,40,Yes,No,DSL,No internet service,Yes,Yes,No,No,No internet service,Two year,No,Electronic check,91.33,3727.25,No
Male,0,Yes,No,29,Yes,No,DSL,No internet service,No internet service,No internet service,No,No,Yes,One year,No,Mailed check,94.79,2833.9,No
Male,0,Yes,Yes,63,Yes,Yes,DSL,Yes,No,No,Yes,No internet service,Yes,Two year,No,Credit card (automatic),50.31,3126.09,No
Female,0,Yes,Yes,7,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,67.35,491.17,No
Female,0,Yes,No,58,Yes,Yes,No,Yes,Yes,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),54.09,3128.43,No
Female,0,Yes,Yes,50,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No internet service,No,One year,No,Credit card (automatic),85.64,4298.77,No
Male,1,Yes,No,17,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),28.36,467.59,No
Female,1,No,Yes,61,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,73.79,4541.51,No
Female,0,Yes,Yes,53,No,Yes,Fiber optic,Yes,No internet service,Yes,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),94.36,5141.83,No
Female,1,Yes,No,62,Yes,No,DSL,No,Yes,No,No internet service,No,No internet service,Two year,No,Mailed check,53.17,3350.5,No
Female,1,No,No,34,Yes,No phone service,Fiber optic,No,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),19.6,679.04,No
Female,0,No,Yes,36,No,Yes,Fiber optic,No internet service,No internet service,No,No,Yes,Yes,Month-to-month,No,Mailed check,75.14,2582.88,Yes
Male,1,Yes,No,16,Yes,Yes,DSL,No,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),95.15,1474.67,No
Female,0,No,No,37,Yes,No phone service,DSL,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,115.89,4107.37,No
Female,1,No,Yes,51,Yes,No phone service,No,Yes,Yes,No,Yes,No internet service,No,One year,Yes,Mailed check,76.7,3920.52,No
Male,0,Yes,No,24,Yes,No,DSL,No,Yes,No internet service,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),71.5,1799.46,No
Female,1,No,No,16,Yes,No,Fiber optic,No,No internet service,No,Yes,No,No,Month-to-month,No,Mailed check,43.76,714.83,Yes
Male,1,Yes,No,24,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),94.53,2248.92,Yes
Female,0,No,No,22,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),117.22,2617.03,No
Female,1,No,Yes,5,Yes,Yes,DSL,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.33,546.87,No
Female,1,Yes,No,28,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),59.16,1703.47,Yes
Male,0,Yes,No,22,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Mailed check,90.47,2065.27,Yes
Female,1,Yes,No,30,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,No,Yes,One year,No,Electronic check,108.12,3176.83,No
Male,1,No,No,64,Yes,No,Fiber optic,No internet service,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,67.12,4139.9,No
Male,1,Yes,Yes,39,Yes,No,DSL,No internet service,No,No internet service,Yes,No,Yes,Two year,Yes,Credit card (automatic),93.59,3683.55,No
Female,0,Yes,No,69,Yes,Yes,DSL,No,No internet service,No,No,No,Yes,Two year,Yes,Electronic check,57.5,3945.11,Yes
Female,0,Yes,No,55,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,67.08,3616.14,No
Male,1,No,No,54,Yes,No phone service,Fiber optic,Yes,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,39.64,2119.61,Yes
Male,1,No,No,68,Yes,Yes,Fiber optic,No,No,No,No,Yes,No internet service,One year,No,Bank transfer (automatic),75.16,5336.84,No
Male,1,Yes,Yes,38,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,Yes,No,Two year,No,Mailed check,102.73,4086.88,No
Male,1,No,No,37,Yes,No,DSL,No internet service,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),28.21,1013.16,No
Male,0,Yes,No,59,Yes,Yes,DSL,No,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Mailed check,94.05,5512.22,No
Female,0,No,No,53,Yes,No,DSL,No internet service,Yes,Yes,Yes,No internet service,No internet service,Two year,Yes,Mailed check,43.76,2288.64,No
Female,1,No,No,4,Yes,No,DSL,No internet service,No internet service,No,No,Yes,No,One year,No,Electronic check,31.0,117.97,No
Male,1,No,No,62,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),37.9,2441.29,No
Female,1,Yes,Yes,63,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,52.54,3246.27,No
Male,1,No,Yes,61,Yes,No,No,No internet service,No,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,24.63,1558.82,Yes
Male,0,No,No,42,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),107.71,4337.04,No
Male,0,Yes,No,38,Yes,Yes,DSL,No internet service,No,Yes,No,No internet service,Yes,Two year,Yes,Credit card (automatic),44.12,1699.27,No
Female,0,Yes,No,56,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No,No internet service,Two year,Yes,Mailed check,115.45,6430.67,No
Male,0,Yes,No,31,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,66.69,2014.15,No
Male,0,No,No,61,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),112.37,6979.37,Yes
Female,0,No,No,37,Yes,Yes,DSL,Yes,No internet service,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),20.35,768.83,No
Male,0,No,Yes,61,Yes,No phone service,DSL,No,No internet service,No,No internet service,No internet service,No,Two year,Yes,Electronic check,82.17,5240.6,No
Female,1,No,No,58,Yes,No phone service,DSL,Yes,No,No,No,No internet service,Yes,One year,Yes,Electronic check,45.79,2612.33,No
Female,1,Yes,No,71,Yes,Yes,DSL,No,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),46.25,3199.87,No
Female,1,Yes,No,15,Yes,No phone service,DSL,No internet service,No internet service,No,Yes,No internet service,No,Month-to-month,Yes,Mailed check,70.32,1058.03,Yes
Male,1,Yes,No,26,Yes,Yes,DSL,No internet service,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.73,819.64,No
Female,0,No,No,61,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),20.2,1188.3,Yes
Female,1,Yes,No,54,Yes,No phone service,DSL,No internet service,No,No internet service,No,Yes,Yes,One year,No,Electronic check,34.56,1866.76,No
Male,0,Yes,No,28,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Mailed check,94.33,2692.58,No
Male,1,Yes,Yes,23,Yes,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),47.51,1081.1,No
Male,0,Yes,No,36,Yes,No,DSL,No internet service,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),109.99,4048.17,No
Male,0,Yes,No,11,Yes,No phone service,DSL,No internet service,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),38.14,401.56,No
Male,1,Yes,No,26,Yes,No phone service,DSL,No,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Mailed check,101.31,2599.3,No
Male,0,Yes,No,61,Yes,No,DSL,No,No internet service,Yes,No,No,No internet service,Month-to-month,No,Electronic check,72.86,4551.84,Yes
Male,1,Yes,No,44,Yes,No,DSL,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,54.35,2456.86,Yes
Female,0,Yes,No,58,Yes,No phone service,DSL,No internet service,Yes,No internet service,No,Yes,No,Two year,No,Mailed check,33.08,2004.07,No
Female,0,No,No,15,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,No,Yes,One year,Yes,Electronic check,21.04,328.05,No
Female,1,No,Yes,19,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),77.5,1514.54,No
Male,0,Yes,No,31,No,Yes,Fiber optic,Yes,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),86.28,2638.2,Yes
Female,0,No,No,15,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,97.53,1428.07,Yes
Female,0,No,Yes,51,Yes,No phone service,DSL,No internet service,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Mailed check,51.65,2611.41,No
Female,0,Yes,Yes,10,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),32.8,330.31,No
Female,0,No,No,48,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),78.51,3762.27,No
Female,0,No,No,48,Yes,Yes,DSL,No internet service,Yes,No internet service,No,Yes,No,Month-to-month,No,Electronic check,69.85,3491.61,No
Female,0,Yes,No,69,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,No internet service,No,Two year,No,Credit card (automatic),64.32,4628.24,No
Male,0,No,Yes,28,No,Yes,DSL,Yes,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,41.5,1160.46,No
Male,0,Yes,No,5,No,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,No,One year,Yes,Electronic check,39.71,191.14,No
Female,1,No,No,21,No,No,No,No internet service,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),69.33,1406.96,Yes
Male,0,Yes,No,33,Yes,No phone service,No,Yes,No internet service,Yes,No,No internet service,No internet service,One year,Yes,Credit card (automatic),38.11,1282.24,No
Female,0,No,No,58,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),114.69,6343.95,No
Male,0,Yes,No,42,Yes,No phone service,DSL,Yes,No internet service,No internet service,Yes,No,No,One year,Yes,Credit card (automatic),53.76,2163.46,No
Male,1,No,No,42,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),97.98,4297.02,No
Male,1,Yes,No,45,Yes,No,No,Yes,No,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,87.3,3755.74,No
Male,0,No,No,7,Yes,No,DSL,No,No internet service,No internet service,No internet service,No,Yes,Month-to-month,Yes,Mailed check,38.19,270.12,Yes
Female,0,No,Yes,70,Yes,Yes,DSL,Yes,No,No internet service,No,Yes,No,Month-to-month,No,Bank transfer (automatic),77.34,5339.76,No
Female,1,Yes,No,64,Yes,Yes,No,No,No,No,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),92.08,6134.99,No
Male,1,Yes,No,9,Yes,Yes,DSL,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,No,Electronic check,24.86,234.11,Yes
Female,0,Yes,No,34,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),54.12,1923.31,No
Male,0,Yes,No,34,Yes,Yes,DSL,Yes,No internet service,No,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),96.65,3128.04,No
Male,1,Yes,No,55,Yes,Yes,DSL,Yes,Yes,No,No internet service,No,Yes,Month-to-month,No,Electronic check,114.12,6390.78,No
Male,1,No,Yes,7,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),115.0,802.08,No
Male,1,Yes,Yes,12,Yes,No,DSL,Yes,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,No,Electronic check,105.08,1293.82,No
Female,0,No,No,9,Yes,Yes,DSL,No internet service,Yes,No internet service,No,Yes,No internet service,Two year,No,Electronic check,105.86,921.46,No
Male,1,No,Yes,5,Yes,Yes,DSL,No internet service,Yes,No,No internet service,No,No,Month-to-month,Yes,Electronic check,35.24,182.85,Yes
Male,0,Yes,No,13,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,No,No internet service,Two year,Yes,Electronic check,82.4,1042.91,No
Female,1,No,No,1,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,No,Two year,Yes,Mailed check,89.39,86.72,No
