concession_type,atc_code,drug_class,year,month,target,date,drug_id,lag_1,lag_12,rolling_mean_3,rolling_mean_6
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,1999,7,144.32,1999-07-01,D08_ANTISEPTICS AND DISINFECTANTS,32.0,192.2,45.223333333333336,63.443333333333335
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,1999,8,30.0,1999-08-01,D08_ANTISEPTICS AND DISINFECTANTS,144.32,41.0,86.99666666666667,68.705
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,1999,8,131.99,1999-08-01,D08_ANTISEPTICS AND DISINFECTANTS,30.0,175.51,68.77333333333333,69.705
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,1999,9,39.0,1999-09-01,D08_ANTISEPTICS AND DISINFECTANTS,131.99,37.0,102.10333333333334,73.66333333333334
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,1999,9,170.49,1999-09-01,D08_ANTISEPTICS AND DISINFECTANTS,39.0,166.1,66.99666666666667,76.99666666666667
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,1999,10,30.0,1999-10-01,D08_ANTISEPTICS AND DISINFECTANTS,170.49,25.0,113.82666666666667,91.3
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,1999,10,130.77,1999-10-01,D08_ANTISEPTICS AND DISINFECTANTS,30.0,112.75,79.83,90.96666666666665
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,1999,11,24.0,1999-11-01,D08_ANTISEPTICS AND DISINFECTANTS,130.77,24.0,110.42,88.70833333333333
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,1999,11,103.8,1999-11-01,D08_ANTISEPTICS AND DISINFECTANTS,24.0,108.24,61.59,87.70833333333333
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,1999,12,27.0,1999-12-01,D08_ANTISEPTICS AND DISINFECTANTS,103.8,19.0,86.19,83.01
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,1999,12,118.05,1999-12-01,D08_ANTISEPTICS AND DISINFECTANTS,27.0,84.67,51.6,81.01
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2000,1,21.0,2000-01-01,D08_ANTISEPTICS AND DISINFECTANTS,118.05,32.0,82.95,72.27
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2000,1,92.14,2000-01-01,D08_ANTISEPTICS AND DISINFECTANTS,21.0,144.32,55.35,70.77
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2000,2,17.0,2000-02-01,D08_ANTISEPTICS AND DISINFECTANTS,92.14,30.0,77.06333333333333,64.33166666666666
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2000,2,75.62,2000-02-01,D08_ANTISEPTICS AND DISINFECTANTS,17.0,131.99,43.379999999999995,63.165
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2000,3,12.0,2000-03-01,D08_ANTISEPTICS AND DISINFECTANTS,75.62,39.0,61.586666666666666,58.468333333333334
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2000,3,53.88,2000-03-01,D08_ANTISEPTICS AND DISINFECTANTS,12.0,170.49,34.873333333333335,55.968333333333334
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2000,4,16.0,2000-04-01,D08_ANTISEPTICS AND DISINFECTANTS,53.88,30.0,47.166666666666664,45.27333333333333
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2000,4,71.28,2000-04-01,D08_ANTISEPTICS AND DISINFECTANTS,16.0,130.77,27.293333333333333,44.44
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2000,5,18.0,2000-05-01,D08_ANTISEPTICS AND DISINFECTANTS,71.28,24.0,47.053333333333335,40.96333333333333
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2000,5,80.26,2000-05-01,D08_ANTISEPTICS AND DISINFECTANTS,18.0,103.8,35.093333333333334,41.13
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2000,6,13.0,2000-06-01,D08_ANTISEPTICS AND DISINFECTANTS,80.26,27.0,56.51333333333334,41.903333333333336
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2000,6,57.81,2000-06-01,D08_ANTISEPTICS AND DISINFECTANTS,13.0,118.05,37.086666666666666,42.07
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2000,7,16.0,2000-07-01,D08_ANTISEPTICS AND DISINFECTANTS,57.81,21.0,50.35666666666666,42.725
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2000,7,69.84,2000-07-01,D08_ANTISEPTICS AND DISINFECTANTS,16.0,92.14,28.936666666666667,42.725
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2000,8,18.0,2000-08-01,D08_ANTISEPTICS AND DISINFECTANTS,69.84,17.0,47.88333333333333,42.485
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2000,8,76.96,2000-08-01,D08_ANTISEPTICS AND DISINFECTANTS,18.0,75.62,34.61333333333334,42.485
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2000,9,31.0,2000-09-01,D08_ANTISEPTICS AND DISINFECTANTS,76.96,12.0,54.93333333333334,41.935
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2000,9,135.99,2000-09-01,D08_ANTISEPTICS AND DISINFECTANTS,31.0,53.88,41.986666666666665,44.935
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2000,10,26.0,2000-10-01,D08_ANTISEPTICS AND DISINFECTANTS,135.99,16.0,81.31666666666666,57.965
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2000,10,113.02,2000-10-01,D08_ANTISEPTICS AND DISINFECTANTS,26.0,71.28,64.33,59.63166666666667
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2000,11,45.0,2000-11-01,D08_ANTISEPTICS AND DISINFECTANTS,113.02,18.0,91.67,66.82833333333333
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2000,11,196.61,2000-11-01,D08_ANTISEPTICS AND DISINFECTANTS,45.0,80.26,61.339999999999996,71.32833333333333
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2000,12,27.0,2000-12-01,D08_ANTISEPTICS AND DISINFECTANTS,196.61,13.0,118.21,91.27
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2000,12,118.53,2000-12-01,D08_ANTISEPTICS AND DISINFECTANTS,27.0,57.81,89.53666666666668,90.60333333333334
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2001,1,25.0,2001-01-01,D08_ANTISEPTICS AND DISINFECTANTS,118.53,16.0,114.04666666666667,87.69333333333333
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2001,1,109.55,2001-01-01,D08_ANTISEPTICS AND DISINFECTANTS,25.0,69.84,56.843333333333334,87.52666666666666
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2001,2,25.0,2001-02-01,D08_ANTISEPTICS AND DISINFECTANTS,109.55,18.0,84.36,86.94833333333332
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2001,2,111.04,2001-02-01,D08_ANTISEPTICS AND DISINFECTANTS,25.0,76.96,53.18333333333334,83.615
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2001,3,22.0,2001-03-01,D08_ANTISEPTICS AND DISINFECTANTS,111.04,31.0,81.86333333333334,69.35333333333334
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2001,3,99.44,2001-03-01,D08_ANTISEPTICS AND DISINFECTANTS,22.0,135.99,52.68000000000001,68.52
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2001,4,25.0,2001-04-01,D08_ANTISEPTICS AND DISINFECTANTS,99.44,26.0,77.49333333333334,65.33833333333334
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2001,4,113.15,2001-04-01,D08_ANTISEPTICS AND DISINFECTANTS,25.0,113.02,48.81333333333333,65.33833333333334
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2001,5,28.0,2001-05-01,D08_ANTISEPTICS AND DISINFECTANTS,113.15,45.0,79.19666666666667,65.93833333333333
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2001,5,130.46,2001-05-01,D08_ANTISEPTICS AND DISINFECTANTS,28.0,196.61,55.38333333333333,66.43833333333333
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2001,6,20.0,2001-06-01,D08_ANTISEPTICS AND DISINFECTANTS,130.46,27.0,90.53666666666668,69.67500000000001
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2001,6,93.4,2001-06-01,D08_ANTISEPTICS AND DISINFECTANTS,20.0,118.53,59.48666666666667,69.34166666666668
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2001,7,26.0,2001-07-01,D08_ANTISEPTICS AND DISINFECTANTS,93.4,25.0,81.28666666666668,68.335
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2001,7,119.62,2001-07-01,D08_ANTISEPTICS AND DISINFECTANTS,26.0,109.55,46.46666666666667,68.50166666666667
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2001,8,35.0,2001-08-01,D08_ANTISEPTICS AND DISINFECTANTS,119.62,25.0,79.67333333333333,69.58
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2001,8,159.25,2001-08-01,D08_ANTISEPTICS AND DISINFECTANTS,35.0,111.04,60.20666666666667,70.74666666666667
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2001,9,24.0,2001-09-01,D08_ANTISEPTICS AND DISINFECTANTS,159.25,22.0,104.62333333333333,75.545
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2001,9,107.48,2001-09-01,D08_ANTISEPTICS AND DISINFECTANTS,24.0,99.44,72.75,76.21166666666666
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2001,10,41.0,2001-10-01,D08_ANTISEPTICS AND DISINFECTANTS,107.48,25.0,96.91000000000001,78.55833333333334
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2001,10,182.65,2001-10-01,D08_ANTISEPTICS AND DISINFECTANTS,41.0,113.15,57.49333333333334,81.05833333333334
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2001,11,38.0,2001-11-01,D08_ANTISEPTICS AND DISINFECTANTS,182.65,28.0,110.37666666666667,91.56333333333333
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2001,11,169.86,2001-11-01,D08_ANTISEPTICS AND DISINFECTANTS,38.0,130.46,87.21666666666665,92.06333333333333
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2001,12,24.0,2001-12-01,D08_ANTISEPTICS AND DISINFECTANTS,169.86,20.0,130.17,93.83166666666666
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2001,12,106.66,2001-12-01,D08_ANTISEPTICS AND DISINFECTANTS,24.0,93.4,77.28666666666668,93.83166666666666
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2002,1,22.0,2002-01-01,D08_ANTISEPTICS AND DISINFECTANTS,106.66,26.0,100.17333333333333,93.695
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2002,1,99.25,2002-01-01,D08_ANTISEPTICS AND DISINFECTANTS,22.0,119.62,50.88666666666666,90.52833333333332
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2002,2,18.0,2002-02-01,D08_ANTISEPTICS AND DISINFECTANTS,99.25,35.0,75.97,76.62833333333333
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2002,2,81.1,2002-02-01,D08_ANTISEPTICS AND DISINFECTANTS,18.0,159.25,46.416666666666664,73.295
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2002,3,19.0,2002-03-01,D08_ANTISEPTICS AND DISINFECTANTS,81.1,24.0,66.11666666666666,58.501666666666665
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2002,3,86.19,2002-03-01,D08_ANTISEPTICS AND DISINFECTANTS,19.0,107.48,39.36666666666667,57.66833333333333
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2002,4,13.0,2002-04-01,D08_ANTISEPTICS AND DISINFECTANTS,86.19,41.0,62.096666666666664,54.25666666666666
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2002,4,59.02,2002-04-01,D08_ANTISEPTICS AND DISINFECTANTS,13.0,182.65,39.39666666666667,52.75666666666666
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2002,5,15.0,2002-05-01,D08_ANTISEPTICS AND DISINFECTANTS,59.02,38.0,52.73666666666667,46.05166666666667
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2002,5,68.1,2002-05-01,D08_ANTISEPTICS AND DISINFECTANTS,15.0,169.86,29.00666666666667,45.55166666666667
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2002,6,12.0,2002-06-01,D08_ANTISEPTICS AND DISINFECTANTS,68.1,24.0,47.373333333333335,43.385
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2002,6,54.48,2002-06-01,D08_ANTISEPTICS AND DISINFECTANTS,12.0,106.66,31.7,42.218333333333334
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2002,7,4.0,2002-07-01,D08_ANTISEPTICS AND DISINFECTANTS,54.48,22.0,44.85999999999999,36.93333333333333
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2002,7,17.86,2002-07-01,D08_ANTISEPTICS AND DISINFECTANTS,4.0,99.25,23.49333333333333,35.43333333333333
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2002,8,24.0,2002-08-01,D08_ANTISEPTICS AND DISINFECTANTS,17.86,18.0,25.44666666666667,28.573333333333334
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2002,8,106.56,2002-08-01,D08_ANTISEPTICS AND DISINFECTANTS,24.0,81.1,15.286666666666667,30.073333333333334
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2002,9,25.0,2002-09-01,D08_ANTISEPTICS AND DISINFECTANTS,106.56,19.0,49.473333333333336,36.48333333333333
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2002,9,111.0,2002-09-01,D08_ANTISEPTICS AND DISINFECTANTS,25.0,86.19,51.85333333333333,38.65
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2002,10,11.0,2002-10-01,D08_ANTISEPTICS AND DISINFECTANTS,111.0,13.0,80.85333333333334,48.07
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2002,10,48.84,2002-10-01,D08_ANTISEPTICS AND DISINFECTANTS,11.0,59.02,49.0,49.23666666666667
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2002,11,22.0,2002-11-01,D08_ANTISEPTICS AND DISINFECTANTS,48.84,15.0,56.946666666666665,54.4
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2002,11,96.5,2002-11-01,D08_ANTISEPTICS AND DISINFECTANTS,22.0,68.1,27.28,54.06666666666666
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2002,12,25.0,2002-12-01,D08_ANTISEPTICS AND DISINFECTANTS,96.5,12.0,55.78,52.39000000000001
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2002,12,111.0,2002-12-01,D08_ANTISEPTICS AND DISINFECTANTS,25.0,54.48,47.833333333333336,52.39000000000001
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2003,1,16.0,2003-01-01,D08_ANTISEPTICS AND DISINFECTANTS,111.0,4.0,77.5,52.39000000000001
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2003,1,70.99,2003-01-01,D08_ANTISEPTICS AND DISINFECTANTS,16.0,17.86,50.666666666666664,53.223333333333336
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2003,2,16.0,2003-02-01,D08_ANTISEPTICS AND DISINFECTANTS,70.99,24.0,65.99666666666667,56.915
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2003,2,72.0,2003-02-01,D08_ANTISEPTICS AND DISINFECTANTS,16.0,106.56,34.33,55.915
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2003,3,15.0,2003-03-01,D08_ANTISEPTICS AND DISINFECTANTS,72.0,25.0,52.99666666666667,51.83166666666667
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2003,3,68.17,2003-03-01,D08_ANTISEPTICS AND DISINFECTANTS,15.0,111.0,34.333333333333336,50.165
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2003,4,14.0,2003-04-01,D08_ANTISEPTICS AND DISINFECTANTS,68.17,11.0,51.723333333333336,43.02666666666667
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2003,4,63.58,2003-04-01,D08_ANTISEPTICS AND DISINFECTANTS,14.0,48.84,32.39,42.693333333333335
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2003,5,18.0,2003-05-01,D08_ANTISEPTICS AND DISINFECTANTS,63.58,22.0,48.583333333333336,41.458333333333336
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2003,5,82.62,2003-05-01,D08_ANTISEPTICS AND DISINFECTANTS,18.0,96.5,31.86,41.791666666666664
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2003,6,9.0,2003-06-01,D08_ANTISEPTICS AND DISINFECTANTS,82.62,25.0,54.73333333333333,43.56166666666667
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2003,6,41.31,2003-06-01,D08_ANTISEPTICS AND DISINFECTANTS,9.0,111.0,36.54,42.56166666666667
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2003,7,3.0,2003-07-01,D08_ANTISEPTICS AND DISINFECTANTS,41.31,16.0,44.31,38.085
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2003,7,13.57,2003-07-01,D08_ANTISEPTICS AND DISINFECTANTS,3.0,70.99,17.77,36.251666666666665
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2003,8,26.0,2003-08-01,D08_ANTISEPTICS AND DISINFECTANTS,13.57,16.0,19.293333333333333,27.916666666666668
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2003,8,116.74,2003-08-01,D08_ANTISEPTICS AND DISINFECTANTS,26.0,72.0,14.19,29.25
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2003,9,27.0,2003-09-01,D08_ANTISEPTICS AND DISINFECTANTS,116.74,15.0,52.10333333333333,34.93666666666667
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2003,9,121.33,2003-09-01,D08_ANTISEPTICS AND DISINFECTANTS,27.0,68.17,56.580000000000005,37.93666666666667
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2003,10,24.0,2003-10-01,D08_ANTISEPTICS AND DISINFECTANTS,121.33,14.0,88.35666666666667,51.27333333333333
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2003,10,107.76,2003-10-01,D08_ANTISEPTICS AND DISINFECTANTS,24.0,63.58,57.44333333333333,54.77333333333333
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2003,11,13.0,2003-11-01,D08_ANTISEPTICS AND DISINFECTANTS,107.76,18.0,84.36333333333333,70.47166666666666
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2003,11,58.37,2003-11-01,D08_ANTISEPTICS AND DISINFECTANTS,13.0,82.62,48.25333333333333,68.30499999999999
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2003,12,11.0,2003-12-01,D08_ANTISEPTICS AND DISINFECTANTS,58.37,9.0,59.71,58.57666666666666
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2003,12,49.39,2003-12-01,D08_ANTISEPTICS AND DISINFECTANTS,11.0,41.31,27.456666666666667,55.91
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2004,1,14.0,2004-01-01,D08_ANTISEPTICS AND DISINFECTANTS,49.39,3.0,39.586666666666666,43.919999999999995
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2004,1,63.21,2004-01-01,D08_ANTISEPTICS AND DISINFECTANTS,14.0,13.57,24.796666666666667,42.25333333333333
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2004,2,9.0,2004-02-01,D08_ANTISEPTICS AND DISINFECTANTS,63.21,26.0,42.199999999999996,34.82833333333333
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2004,2,41.0,2004-02-01,D08_ANTISEPTICS AND DISINFECTANTS,9.0,116.74,28.736666666666668,34.16166666666667
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2004,3,14.0,2004-03-01,D08_ANTISEPTICS AND DISINFECTANTS,41.0,27.0,37.73666666666667,31.266666666666666
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2004,3,64.0,2004-03-01,D08_ANTISEPTICS AND DISINFECTANTS,14.0,121.33,21.333333333333332,31.766666666666666
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2004,4,6.0,2004-04-01,D08_ANTISEPTICS AND DISINFECTANTS,64.0,24.0,39.666666666666664,34.20166666666667
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2004,4,27.0,2004-04-01,D08_ANTISEPTICS AND DISINFECTANTS,6.0,107.76,28.0,32.86833333333333
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2004,5,9.0,2004-05-01,D08_ANTISEPTICS AND DISINFECTANTS,27.0,13.0,32.333333333333336,26.833333333333332
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2004,5,40.0,2004-05-01,D08_ANTISEPTICS AND DISINFECTANTS,9.0,58.37,14.0,26.833333333333332
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2004,6,10.0,2004-06-01,D08_ANTISEPTICS AND DISINFECTANTS,40.0,11.0,25.333333333333332,26.666666666666668
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2004,6,45.0,2004-06-01,D08_ANTISEPTICS AND DISINFECTANTS,10.0,49.39,19.666666666666668,26.0
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2004,7,11.0,2004-07-01,D08_ANTISEPTICS AND DISINFECTANTS,45.0,14.0,31.666666666666668,22.833333333333332
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2004,7,48.0,2004-07-01,D08_ANTISEPTICS AND DISINFECTANTS,11.0,63.21,22.0,23.666666666666668
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2004,8,13.0,2004-08-01,D08_ANTISEPTICS AND DISINFECTANTS,48.0,9.0,34.666666666666664,27.166666666666668
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2004,8,49.0,2004-08-01,D08_ANTISEPTICS AND DISINFECTANTS,13.0,41.0,24.0,27.833333333333332
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2004,9,19.0,2004-09-01,D08_ANTISEPTICS AND DISINFECTANTS,49.0,14.0,36.666666666666664,29.333333333333332
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2004,9,71.0,2004-09-01,D08_ANTISEPTICS AND DISINFECTANTS,19.0,64.0,27.0,30.833333333333332
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2004,10,16.0,2004-10-01,D08_ANTISEPTICS AND DISINFECTANTS,71.0,6.0,46.333333333333336,35.166666666666664
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2004,10,60.0,2004-10-01,D08_ANTISEPTICS AND DISINFECTANTS,16.0,27.0,35.333333333333336,36.0
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2004,11,18.0,2004-11-01,D08_ANTISEPTICS AND DISINFECTANTS,60.0,9.0,49.0,38.0
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2004,11,67.0,2004-11-01,D08_ANTISEPTICS AND DISINFECTANTS,18.0,40.0,31.333333333333332,38.833333333333336
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2004,12,11.0,2004-12-01,D08_ANTISEPTICS AND DISINFECTANTS,67.0,10.0,48.333333333333336,41.833333333333336
CONCESSIONAL NON-SAFETY NET,D08,ANTISEPTICS AND DISINFECTANTS,2004,12,41.0,2004-12-01,D08_ANTISEPTICS AND DISINFECTANTS,11.0,45.0,32.0,40.5
